image_path,prompt,prediction
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG396.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG466.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG002.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG336.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG406.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG381.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG066.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG194.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG108.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG341.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG236.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG146.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG054.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,There is a large area of architectural distortion in the upper inner quadrant of the right breast.  A second area of architectural distortion is seen in the upper outer quadrant of the right breast.  There is associated pleomorphic microcalcifications.
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG454.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,There are calcifications present in the breast.  The breast tissue is scarring and distorting the implant.
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG328.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG105.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG203.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG061.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG081.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG042.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG196.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG085.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG447.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG287.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG477.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG455.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG322.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG458.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG361.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG248.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG498.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG124.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG181.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG153.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG332.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG076.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG147.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG330.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG087.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG317.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG434.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast heterogeneously density,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG255.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG325.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG502.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast extremely density,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG355.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG495.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG452.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,There is a small spiculated mass (approx 2cm diameter) in the upper outer quadrant of the right breast.  The breast parenchyma is markedly dense.  There is a small lymph node in the axilla.
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG306.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG029.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG192.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG204.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG385.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG026.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG262.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG339.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG114.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG398.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG338.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG229.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG382.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG254.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG057.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG319.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG199.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG020.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG157.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG242.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG156.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG198.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG083.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG444.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG400.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG161.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG239.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG507.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG047.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG102.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG390.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG428.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG489.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast heterogeneously density,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG141.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG166.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG172.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG295.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG270.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG130.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG388.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG012.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast heterogeneously density,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG135.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG413.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG470.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG143.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG210.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG378.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG286.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG022.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG412.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG167.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG280.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast heterogeneously density,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG169.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG376.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG291.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG497.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast extremely density,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG488.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast heterogeneously density,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG415.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG357.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG086.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG364.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG009.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG030.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG321.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG277.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG293.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG316.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG011.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG101.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG474.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,There are calcifications present in the breast.  The breast tissue is scarring and distorting the calcifications.  The biopsy confirmed that there is no malignancy.
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG503.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG296.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG068.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG139.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG372.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG284.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG469.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG118.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG410.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
/home/ab575577/projects_fall_2025/mammochat/datasets/DMID/archive/TIFF Images/TIFF Images/IMG024.tif,You are an expert radiologist.Generate a radiology report for this mammogram.,"birads negative,breast scattered areas of fibroglandular,No Finding"
